act:0
-94,-175,1000,1000,95,72,21,0,272,0,152,120,3,1
-12,-102,1000,1000,12,10,307,0,416,40,24,32,1,0
-27,-107,1000,1000,23,37,296,0,8,200,48,48,32,0
-6,-103,1000,1000,13,12,9815,0,104,16,56,40,1,0
7,-93,1000,1000,15,10,843,0,16,144,32,48,11,0
-18,-76,1000,1000,23,17,1772,0,400,360,40,64,0,0
-51,-105,1000,1000,40,13,803,1,104,16,56,40,5,0
-33,-100,1000,1000,15,10,1340,1,16,144,32,48,29,0
-50,-85,1000,1000,18,13,327,1,352,432,32,56,1,0
-38,-79,1000,1000,42,13,486,0,416,0,80,24,29,0
-28,-71,1000,1000,26,6,330,0,456,40,48,64,29,0
-57,-80,1000,1000,60,10,163,0,288,0,120,80,65,0
-82,-39,1000,1000,41,11,0,0,8,456,64,48,70,0
5,-40,1000,1000,24,11,0,0,80,456,48,48,75,0
-59,-69,1000,1000,20,19,2897,0,8,288,40,136,2,0
-36,-150,1000,1000,50,14,760,0,24,0,104,128,85,1

act:1
-94,-168,1000,1000,95,72,21,0,272,0,152,120,3,1
-12,-97,1000,1000,12,10,9933,0,416,40,24,32,1,0
-27,-102,1000,1000,23,37,296,0,8,200,48,48,32,0
-6,-98,1000,1000,13,12,9518,0,104,16,56,40,1,0
7,-88,1000,1000,15,10,458,0,16,144,32,48,11,0
-13,-70,1000,1000,23,17,1772,0,400,360,40,64,0,0
-51,-100,1000,1000,40,13,1009,1,104,16,56,40,5,0
-33,-95,1000,1000,15,10,1063,1,16,144,32,48,29,0
-45,-76,1000,1000,18,13,99,1,352,432,32,56,1,0
-39,-74,1000,1000,42,13,416,0,416,0,80,24,29,0
-28,-66,1000,1000,26,6,177,0,456,40,48,64,29,0
-57,-75,1050,950,60,10,163,0,288,0,120,80,65,0
-82,-39,1000,1000,41,11,0,0,8,456,64,48,70,0
5,-40,1000,1000,24,11,0,0,80,456,48,48,75,0
-51,-59,1000,1000,20,19,2705,0,8,288,40,136,2,0
-38,-149,1000,1000,50,14,620,0,24,0,104,128,85,1

act:2
-94,-171,1000,1000,95,72,21,0,272,0,152,120,3,1
-12,-100,1000,1000,12,10,9504,0,416,40,24,32,1,0
-27,-105,1000,1000,23,37,296,0,8,200,48,48,32,0
-6,-101,1000,1000,13,12,256,0,104,16,56,40,1,0
7,-91,1000,1000,15,10,650,0,16,144,32,48,11,0
-12,-75,1000,1000,23,17,1772,0,400,360,40,64,0,0
-51,-103,1000,1000,40,13,432,1,104,16,56,40,5,0
-33,-98,1000,1000,15,10,863,1,16,144,32,48,29,0
-47,-77,1000,1000,18,13,9998,1,352,432,32,56,1,0
-39,-76,1000,1000,42,13,409,0,416,0,80,24,29,0
-28,-69,1000,1000,26,6,9947,0,456,40,48,64,29,0
-57,-78,1025,975,60,10,130,0,288,0,120,80,65,0
-82,-39,1000,1000,41,11,0,0,8,456,64,48,70,0
5,-40,1000,1000,24,11,0,0,80,456,48,48,75,0
-51,-58,1000,1000,20,19,2508,0,8,288,40,136,2,0
-37,-150,1000,1000,50,14,594,0,24,0,104,128,85,1

act:3
-89,-170,1000,1000,95,72,21,0,272,0,152,120,3,1
-10,-99,1000,1000,12,10,562,0,416,40,24,32,3,0
-27,-107,1000,1000,23,37,296,0,8,200,48,48,32,0
-5,-103,1000,1000,13,12,400,0,104,16,56,40,10,0
7,-90,1000,1000,15,10,898,0,16,144,32,48,11,0
-22,-79,1000,1000,23,17,2907,0,400,360,40,64,0,0
-51,-105,1000,1000,40,13,1116,1,104,16,56,40,5,0
-34,-102,1000,1000,15,10,1181,1,16,144,32,48,29,0
-53,-83,1000,1000,18,13,898,1,352,432,32,56,1,0
-38,-79,1000,1000,42,13,486,0,416,0,80,24,29,0
-28,-71,1000,1000,26,6,644,0,456,40,48,64,29,0
-57,-80,1000,1000,60,10,112,0,288,0,120,80,65,0
-82,-39,1000,1000,41,11,0,0,8,456,64,48,70,0
7,-39,1000,1000,22,11,0,1,8,456,64,48,70,0
-70,-70,1000,1000,20,19,3395,0,8,288,40,136,2,0
-36,-150,1000,1000,50,14,760,0,24,0,104,128,85,1

act:4
-88,-159,1000,1000,95,72,21,0,272,0,152,120,3,1
-10,-89,1000,1000,12,10,1211,0,416,40,24,32,3,0
-27,-97,1000,1000,23,37,296,0,8,200,48,48,32,0
-5,-93,1000,1000,13,12,216,0,104,16,56,40,10,0
7,-80,1000,1000,15,10,1116,0,16,144,32,48,11,0
-24,-68,1000,1000,23,17,2743,0,400,360,40,64,0,0
-51,-95,1000,1000,40,13,1396,1,104,16,56,40,5,0
-34,-92,1000,1000,15,10,1181,1,16,144,32,48,29,0
-53,-73,1000,1000,18,13,1145,1,352,432,32,56,1,0
-38,-69,1100,1000,42,13,383,0,416,0,80,24,29,0
-28,-61,1000,1000,26,6,882,0,456,40,48,64,29,0
-57,-70,1150,900,60,10,32,0,288,0,120,80,65,0
-86,-39,1000,1000,41,11,0,0,8,456,64,48,70,0
17,-39,1000,1000,22,11,0,1,8,456,64,48,70,0
-72,-62,1000,1000,20,19,3537,0,8,288,40,136,2,0
-25,-137,1000,1000,50,14,1241,0,24,0,104,128,85,1

act:5
-89,-170,1000,1000,95,72,21,0,272,0,152,120,3,1
-10,-99,1000,1000,12,10,562,0,416,40,24,32,3,0
-27,-107,1000,1000,23,37,296,0,8,200,48,48,32,0
-5,-103,1000,1000,13,12,400,0,104,16,56,40,10,0
7,-90,1000,1000,15,10,898,0,16,144,32,48,11,0
-22,-79,1000,1000,23,17,2907,0,400,360,40,64,0,0
-51,-105,1000,1000,40,13,1116,1,104,16,56,40,5,0
-34,-102,1000,1000,15,10,1181,1,16,144,32,48,29,0
-53,-83,1000,1000,18,13,898,1,352,432,32,56,1,0
-38,-79,1000,1000,42,13,486,0,416,0,80,24,29,0
-28,-71,1000,1000,26,6,644,0,456,40,48,64,29,0
-57,-80,1000,1000,60,10,112,0,288,0,120,80,65,0
-82,-39,1000,1000,41,11,0,0,8,456,64,48,70,0
7,-39,1000,1000,22,11,0,1,8,456,64,48,70,0
-69,-70,1000,1000,20,19,3170,0,8,288,40,136,2,0
-36,-150,1000,1000,50,14,760,0,24,0,104,128,85,1

act:6
-89,-177,1000,1000,95,72,21,0,272,0,152,120,3,1
-10,-104,1000,1000,12,10,562,0,416,40,24,32,3,0
-27,-112,1000,1000,23,37,296,0,8,200,48,48,32,0
-5,-108,1000,1000,13,12,676,0,104,16,56,40,10,0
7,-95,1000,1000,15,10,359,0,16,144,32,48,11,0
-15,-81,1000,1000,23,17,2839,0,400,360,40,64,0,0
-51,-110,1000,1000,40,13,754,1,104,16,56,40,5,0
-34,-107,1000,1000,15,10,1224,1,16,144,32,48,29,0
-50,-86,1000,1000,18,13,638,1,352,432,32,56,1,0
-38,-79,1000,1000,42,13,486,0,416,0,80,24,29,0
-31,-73,1000,1000,26,6,456,0,456,40,48,64,29,0
-57,-85,950,1100,60,10,112,0,288,0,120,80,65,0
-71,-39,1000,1000,41,11,0,0,8,456,64,48,70,0
-3,-39,1000,1000,22,11,0,1,8,456,64,48,70,0
-63,-71,1000,1000,20,19,2930,0,8,288,40,136,2,0
-36,-155,1000,1000,50,14,561,0,24,0,104,128,85,1

act:7
-106,-169,1000,1000,83,67,5,0,0,152,144,112,3,1
-16,-101,1000,1000,12,10,9205,0,416,40,24,32,6,0
-31,-108,1000,1000,23,37,9533,0,8,200,48,48,32,0
-13,-105,1000,1000,13,12,8678,0,104,16,56,40,8,0
-10,-103,1000,1000,15,10,7858,0,16,144,32,48,11,0
8,-104,1000,1000,23,17,8623,0,400,360,40,64,8,0
-64,-105,1000,1000,40,13,999,1,104,16,56,40,1,0
-43,-100,1000,1000,15,10,1340,1,16,144,32,48,29,0
-72,-97,1000,1000,21,17,463,1,456,368,40,40,0,0
-45,-77,1000,1000,42,13,9886,0,416,0,80,24,29,0
-31,-71,1000,1000,26,6,9487,0,456,40,48,64,29,0
-68,-80,1000,1000,60,10,9572,0,288,0,120,80,65,0
-55,-38,1000,1000,24,11,0,1,80,456,48,48,75,0
19,-39,1000,1000,22,11,0,1,8,456,64,48,70,0
-75,-95,1000,1000,20,19,7846,0,8,288,40,136,0,0
-46,-150,1000,1000,50,14,760,0,24,0,104,128,85,1

act:8
-104,-155,1000,1000,83,67,5,0,0,152,144,112,3,1
-16,-91,1000,1000,12,10,9205,0,416,40,24,32,6,0
-31,-98,1000,1000,23,37,9533,0,8,200,48,48,32,0
-13,-95,1000,1000,13,12,8678,0,104,16,56,40,8,0
-10,-93,1000,1000,15,10,7601,0,16,144,32,48,11,0
11,-99,1000,1000,23,17,8118,0,400,360,40,64,8,0
-63,-95,1000,1000,40,13,357,1,104,16,56,40,1,0
-41,-89,1100,1000,15,10,2129,1,16,144,32,48,29,0
-78,-79,1000,1000,21,17,463,1,456,368,40,40,0,0
-45,-70,1000,1000,42,13,9654,0,416,0,80,24,29,0
-32,-61,1000,1000,26,6,9219,0,456,40,48,64,29,0
-67,-73,1150,950,60,10,9702,0,288,0,120,80,65,0
-65,-38,1000,1000,24,11,0,1,80,456,48,48,75,0
29,-39,1000,1000,22,11,0,1,8,456,64,48,70,0
-80,-75,1000,1000,20,19,7846,0,8,288,40,136,0,0
-46,-140,1000,1000,50,14,611,0,24,0,104,128,85,1

act:9
-105,-160,1000,1000,83,67,5,0,0,152,144,112,3,1
-16,-94,1000,1000,12,10,9205,0,416,40,24,32,6,0
-31,-101,1000,1000,23,37,9533,0,8,200,48,48,32,0
-13,-98,1000,1000,13,12,8976,0,104,16,56,40,8,0
-10,-96,1000,1000,15,10,7852,0,16,144,32,48,11,0
11,-97,1000,1000,23,17,8341,0,400,360,40,64,8,0
-64,-98,1000,1000,40,13,233,1,104,16,56,40,1,0
-42,-93,1000,1000,15,10,1670,1,16,144,32,48,29,0
-72,-81,1000,1000,21,17,34,1,456,368,40,40,0,0
-45,-73,1000,1000,42,13,9723,0,416,0,80,24,29,0
-32,-64,1000,1000,26,6,9514,0,456,40,48,64,29,0
-68,-76,1105,965,60,10,9600,0,288,0,120,80,65,0
-62,-38,1000,1000,24,11,0,1,80,456,48,48,75,0
26,-39,1000,1000,22,11,0,1,8,456,64,48,70,0
-73,-77,1000,1000,20,19,7554,0,8,288,40,136,0,0
-57,-144,1000,1000,50,14,473,0,24,0,104,128,85,1

act:10
-94,-175,1000,1000,95,72,21,0,272,0,152,120,3,1
-12,-102,1000,1000,12,10,307,0,416,40,24,32,1,0
-27,-107,1000,1000,23,37,296,0,8,200,48,48,32,0
