act:0
-56,-175,1000,1000,57,73,86,0,144,8,112,88,15,1
-27,-109,1000,1000,29,38,0,0,8,8,56,48,40,0
-10,-105,1000,1000,11,15,29,0,80,8,24,48,3,0
0,-117,1000,1000,7,23,9404,0,88,80,48,48,8,0
17,-97,1000,1000,16,9,7885,0,136,304,32,48,30,0
53,-100,1000,1000,10,19,9956,0,440,392,48,40,0,0
-42,-106,1000,1000,35,16,600,0,16,88,48,48,17,0
-48,-89,1000,1000,17,9,2105,1,136,304,32,48,21,0
-91,-93,1000,1000,27,16,9030,1,384,448,40,40,0,0
-13,-78,1000,1000,16,13,9959,0,24,312,32,32,192,0
-7,-71,1000,1000,21,10,8957,0,72,304,40,48,60,0
10,-60,1100,1000,25,22,9221,0,128,376,56,64,3,0
27,-35,1100,1000,25,14,10,0,120,448,56,40,70,0
-27,-68,1000,1000,18,8,1079,1,72,304,40,48,60,0
-54,-57,1000,1000,22,22,9537,0,208,376,48,64,36,0
-68,-28,1000,1000,47,15,0,0,40,456,64,32,85,0
-30,-80,1000,1000,36,24,346,0,24,392,80,40,30,0
-26,-77,1000,1000,31,8,0,0,344,80,64,64,30,0
-7,-90,1000,1000,22,33,1847,0,448,352,48,136,211,1
-86,-114,1000,1000,22,41,3981,0,376,288,48,200,15,1

act:1
-58,-182,1000,1000,57,73,68,0,144,8,112,88,15,1
-27,-113,1000,1000,29,38,0,0,8,8,56,48,40,0
-12,-112,1000,1000,11,15,9891,0,80,8,24,48,3,0
0,-121,1000,1000,7,23,9099,0,88,80,48,48,8,0
17,-104,1000,1000,16,9,8136,0,136,304,32,48,30,0
48,-102,1000,1000,10,19,9956,0,440,392,48,40,0,0
-43,-112,1050,1000,35,16,491,0,16,88,48,48,17,0
-48,-93,1000,1000,17,9,1827,1,136,304,32,48,21,0
-90,-91,1000,1000,27,16,8975,1,384,448,40,40,0,0
-13,-82,1000,1000,16,13,9959,0,24,312,32,32,192,0
-8,-77,1000,1000,21,10,9155,0,72,304,40,48,60,0
8,-63,1100,1000,25,22,9221,0,128,376,56,64,3,0
27,-35,1100,1000,25,14,10,0,120,448,56,40,70,0
-30,-74,1000,1000,18,8,767,1,72,304,40,48,60,0
-53,-59,1000,1000,22,22,9537,0,208,376,48,64,36,0
-68,-28,1000,1000,47,15,0,0,40,456,64,32,85,0
-31,-83,1000,1000,36,24,436,0,24,392,80,40,30,0
-26,-76,1000,1000,31,8,33,0,344,80,64,64,30,0
-7,-94,1000,1000,22,33,1722,0,448,352,48,136,226,1
-86,-112,1000,1000,22,41,3888,0,376,288,48,200,15,1

act:2
-59,-172,1000,1000,57,73,72,0,144,8,112,88,15,1
-27,-104,1000,1000,29,38,0,0,8,8,56,48,40,0
-12,-102,1000,1000,11,15,9919,0,80,8,24,48,3,0
0,-112,1000,1000,7,23,9021,0,88,80,48,48,8,0
17,-94,1000,1000,16,9,7750,0,136,304,32,48,30,0
52,-102,1000,1000,10,19,9956,0,440,392,48,40,0,0
-43,-101,1000,1000,35,16,737,0,16,88,48,48,17,0
-48,-84,1000,1000,17,9,1882,1,136,304,32,48,21,0
-89,-84,1000,1000,27,16,8997,1,384,448,40,40,0,0
-13,-73,1000,1000,16,13,9959,0,24,312,32,32,192,0
-8,-67,1000,1000,21,10,8781,0,72,304,40,48,60,0
9,-61,1100,1000,25,22,9221,0,128,376,56,64,3,0
27,-35,1100,1000,25,14,10,0,120,448,56,40,70,0
-30,-64,1000,1000,18,8,1230,1,72,304,40,48,60,0
-54,-57,1000,1000,22,22,9537,0,208,376,48,64,36,0
-68,-28,1000,1000,47,15,0,0,40,456,64,32,85,0
-31,-74,1000,1000,36,24,417,0,24,392,80,40,30,0
-26,-68,1000,1000,31,8,26,0,344,80,64,64,30,0
-7,-85,1000,1000,22,33,1747,0,448,352,48,136,226,1
-86,-104,1000,1000,22,41,3786,0,376,288,48,200,15,1

act:3
-33,-165,1000,1000,35,70,176,0,24,8,96,88,15,1
-27,-105,1000,1000,29,38,0,0,8,8,56,48,40,0
-2,-97,1000,1000,11,15,381,0,80,8,24,48,30,0
7,-110,1000,1000,7,23,8994,0,88,80,48,48,34,0
22,-96,1000,1000,16,9,7861,0,136,304,32,48,108,0
49,-107,1000,1000,18,26,8900,0,376,384,48,48,0,0
-36,-114,1000,1000,24,24,445,0,160,88,48,48,5,0
-37,-88,1000,1000,17,9,2065,1,136,304,32,48,21,0
-76,-95,1000,1000,27,16,608,1,384,448,40,40,0,0
-13,-74,1000,1000,16,13,9959,0,24,312,32,32,192,0
-7,-67,1000,1000,21,10,8534,0,72,304,40,48,60,0
12,-64,1100,1000,25,22,9682,0,128,376,56,64,0,0
20,-35,1100,1000,25,14,10,0,120,448,56,40,70,0
-25,-65,1000,1000,18,8,1326,1,72,304,40,48,60,0
-53,-59,1000,1000,22,22,394,0,208,376,48,64,36,0
-79,-28,1000,1000,47,15,9961,0,40,456,64,32,85,0
-31,-78,1000,1000,36,24,126,0,24,392,80,40,30,0
-26,-72,1000,1000,31,8,258,0,344,80,64,64,30,0
-3,-94,1000,1000,22,33,1680,0,448,352,48,136,213,1
-75,-119,1000,1000,22,41,5908,0,376,288,48,200,0,1

act:4
-27,-154,1000,1000,35,70,176,0,24,8,96,88,15,1
-27,-95,1000,1000,29,38,0,0,8,8,56,48,40,0
-2,-87,1000,1000,11,15,381,0,80,8,24,48,30,0
13,-99,1000,1000,7,23,8320,0,88,80,48,48,34,0
22,-92,1000,1000,16,9,7519,0,136,304,32,48,108,0
51,-110,1000,1000,18,26,8900,0,376,384,48,48,0,0
-36,-104,1000,1000,24,24,445,0,160,88,48,48,5,0
-37,-78,1000,1000,17,9,2065,1,136,304,32,48,21,0
-75,-84,1000,1000,27,16,699,1,384,448,40,40,0,0
-13,-64,1000,1000,16,13,9959,0,24,312,32,32,192,0
-7,-57,1000,1000,21,10,7972,0,72,304,40,48,60,0
17,-60,1100,1000,25,22,8944,0,128,376,56,64,0,0
42,-36,1100,1000,25,14,10,0,120,448,56,40,70,0
-25,-56,1000,1000,18,8,1670,1,72,304,40,48,60,0
-60,-55,1000,1000,22,22,363,0,208,376,48,64,36,0
-86,-27,1000,1000,47,15,20,0,40,456,64,32,85,0
-31,-76,1000,1000,36,24,110,0,24,392,80,40,30,0
-22,-66,1000,1000,31,8,361,0,344,80,64,64,30,0
-3,-84,1000,1000,22,33,1680,0,448,352,48,136,215,1
-75,-109,1000,1000,22,41,5908,0,376,288,48,200,0,1

act:5
-26,-150,1000,1000,35,70,176,0,24,8,96,88,15,1
-27,-89,1000,1000,29,38,0,0,8,8,56,48,40,0
-2,-81,1000,1000,11,15,604,0,80,8,24,48,30,0
7,-94,1000,1000,7,23,8664,0,88,80,48,48,34,0
20,-85,1000,1000,16,9,7709,0,136,304,32,48,108,0
49,-99,1000,1000,18,26,8900,0,376,384,48,48,0,0
-37,-99,1000,1000,24,24,994,0,160,88,48,48,5,0
-38,-71,1000,1000,17,9,2735,1,136,304,32,48,21,0
-77,-87,1000,1000,27,16,608,1,384,448,40,40,0,0
-13,-58,1000,1000,16,13,9959,0,24,312,32,32,192,0
-6,-60,1000,1000,21,10,8201,0,72,304,40,48,60,0
17,-58,1100,1000,25,22,8748,0,128,376,56,64,0,0
45,-36,1100,1000,25,14,10,0,120,448,56,40,70,0
-25,-50,1000,1000,18,8,2173,1,72,304,40,48,60,0
-61,-55,1000,1000,22,22,363,0,208,376,48,64,36,0
-86,-27,1000,1000,47,15,20,0,40,456,64,32,85,0
-30,-74,1000,1000,36,24,110,0,24,392,80,40,30,0
-21,-65,1000,1000,31,8,0,0,344,80,64,64,30,0
0,-83,1000,1000,22,33,1897,0,448,352,48,136,202,1
-76,-111,1000,1000,22,41,5908,0,376,288,48,200,0,1

act:6
-33,-175,1000,1000,35,70,176,0,24,8,96,88,15,1
-25,-112,1000,1000,29,38,88,0,8,8,56,48,40,0
-2,-107,1000,1000,11,15,874,0,80,8,24,48,30,0
7,-120,1000,1000,7,23,9294,0,88,80,48,48,34,0
21,-104,1000,1000,16,9,8295,0,136,304,32,48,108,0
46,-110,1000,1000,18,26,8900,0,376,384,48,48,0,0
-36,-120,1000,1000,24,24,393,0,160,88,48,48,5,0
-36,-97,1000,1000,17,9,1447,1,136,304,32,48,21,0
-72,-88,1000,1000,27,16,608,1,384,448,40,40,0,0
-13,-84,1000,1000,16,13,9959,0,24,312,32,32,192,0
-6,-75,1000,1000,21,10,8998,0,72,304,40,48,60,0
2,-62,1100,1000,25,22,9782,0,128,376,56,64,0,0
6,-35,1100,1000,25,14,10,0,120,448,56,40,70,0
-24,-77,1000,1000,18,8,377,1,72,304,40,48,60,0
-43,-56,1000,1000,22,22,286,0,208,376,48,64,36,0
-67,-27,1000,1000,47,15,20,0,40,456,64,32,85,0
-30,-82,1000,1000,36,24,110,0,24,392,80,40,30,0
-25,-81,1000,1000,31,8,364,0,344,80,64,64,30,0
-2,-97,1000,1000,22,33,1680,0,448,352,48,136,206,1
-72,-112,1000,1000,22,41,5908,0,376,288,48,200,0,1

act:7
-64,-173,1000,1000,57,73,138,0,144,8,112,88,15,1
-27,-108,1000,1000,29,38,0,0,8,8,56,48,40,0
-10,-104,1000,1000,11,15,9799,0,80,8,24,48,0,0
0,-116,1000,1000,7,23,8683,0,88,80,48,48,23,0
15,-108,1000,1000,16,9,7885,0,136,304,32,48,30,0
50,-112,1000,1000,10,19,497,0,440,392,48,40,0,0
-42,-107,1000,1000,35,16,600,0,16,88,48,48,10,0
-48,-90,1000,1000,17,9,1430,1,136,304,32,48,21,0
-85,-78,1000,1000,27,16,8254,1,384,448,40,40,0,0
-13,-77,1000,1000,16,13,9959,0,24,312,32,32,192,0
-7,-70,1000,1000,21,10,8957,0,72,304,40,48,60,0
9,-60,1100,1000,25,22,9221,0,128,376,56,64,0,0
27,-35,1100,1000,25,14,10,0,120,448,56,40,70,0
-27,-67,1000,1000,18,8,1079,1,72,304,40,48,60,0
-54,-58,1000,1000,22,22,9537,0,208,376,48,64,36,0
-68,-28,1000,1000,47,15,0,0,40,456,64,32,85,0
-30,-79,1000,1000,36,24,346,0,24,392,80,40,30,0
-26,-76,1000,1000,31,8,9861,0,344,80,64,64,30,0
-7,-89,1000,1000,22,33,1847,0,448,352,48,136,209,1
-79,-101,1000,1000,22,41,3067,0,376,288,48,200,15,1

act:8
-66,-176,1000,1000,57,73,138,0,144,8,112,88,15,1
-27,-111,1000,1000,29,38,0,0,8,8,56,48,40,0
-10,-107,1000,1000,11,15,9741,0,80,8,24,48,0,0
0,-119,1000,1000,7,23,8335,0,88,80,48,48,23,0
13,-117,1000,1000,16,9,7885,0,136,304,32,48,30,0
49,-120,1000,1000,10,19,497,0,440,392,48,40,0,0
-42,-110,1000,1000,35,16,824,0,16,88,48,48,10,0
-48,-93,1000,1000,17,9,1100,1,136,304,32,48,21,0
-83,-78,1000,1000,27,16,8254,1,384,448,40,40,0,0
-13,-80,1000,1000,16,13,9959,0,24,312,32,32,192,0
-7,-73,1000,1000,21,10,8957,0,72,304,40,48,60,0
10,-61,1100,1000,25,22,9263,0,128,376,56,64,0,0
26,-36,1100,1000,25,14,10,0,120,448,56,40,70,0
-30,-71,1000,1000,18,8,814,1,72,304,40,48,60,0
-58,-63,1000,1200,22,22,643,0,208,376,48,64,36,0
-87,-28,1000,1000,47,15,0,0,40,456,64,32,85,0
-30,-82,1000,1000,36,24,192,0,24,392,80,40,30,0
-26,-79,1000,1000,31,8,9681,0,344,80,64,64,30,0
-7,-92,1000,1000,22,33,1620,0,448,352,48,136,232,1
-76,-98,1000,1000,22,41,3067,0,376,288,48,200,15,1

act:9
-68,-163,1000,1000,57,73,186,0,144,8,112,88,15,1
-31,-98,1000,1000,29,38,9610,0,8,8,56,48,40,0
-17,-93,1000,1000,11,15,9547,0,80,8,24,48,0,0
-4,-106,1000,1000,7,23,8683,0,88,80,48,48,23,0
11,-98,1000,1000,16,9,7178,0,136,304,32,48,30,0
48,-116,1000,1000,10,19,564,0,440,392,48,40,0,0
-47,-95,1000,1000,35,16,1154,0,16,88,48,48,10,0
-48,-86,1000,1000,17,9,1430,1,136,304,32,48,21,0
-88,-73,1000,1000,27,16,8254,1,384,448,40,40,0,0
-17,-67,1000,1000,16,13,9959,0,24,312,32,32,192,0
-11,-61,1000,1000,21,10,8504,0,72,304,40,48,60,0
9,-57,1100,1000,25,22,8806,0,128,376,56,64,0,0
33,-34,1100,1000,25,14,0,0,120,448,56,40,70,0
-31,-57,1000,1000,18,8,1079,1,72,304,40,48,60,0
-56,-56,1000,1000,22,22,8863,0,208,376,48,64,36,0
-59,-28,1000,1000,47,15,25,0,40,456,64,32,85,0
-36,-75,1000,1000,36,24,9912,0,24,392,80,40,30,0
-30,-66,1000,1000,31,8,9526,0,344,80,64,64,30,0
-13,-90,1000,1000,22,33,1753,0,448,352,48,136,200,1
-80,-96,1000,1000,22,41,2887,0,376,288,48,200,15,1

act:10
-68,-159,1000,1000,57,73,186,0,144,8,112,88,15,1
-31,-94,1000,1000,29,38,9610,0,8,8,56,48,40,0
-17,-89,1000,1000,11,15,9547,0,80,8,24,48,0,0
-4,-102,1000,1000,7,23,8486,0,88,80,48,48,23,0
11,-94,1000,1000,16,9,7048,0,136,304,32,48,30,0
48,-116,1000,1000,10,19,564,0,440,392,48,40,0,0
-47,-91,1000,1000,35,16,1154,0,16,88,48,48,10,0
-48,-82,1000,1000,17,9,1102,1,136,304,32,48,21,0
-81,-62,1000,1000,27,16,7926,1,384,448,40,40,0,0
-17,-63,1000,1000,16,13,9959,0,24,312,32,32,192,0
-11,-57,1000,1000,21,10,8504,0,72,304,40,48,60,0
9,-56,1100,1000,25,22,8806,0,128,376,56,64,0,0
33,-34,1100,1000,25,14,0,0,120,448,56,40,70,0
-31,-53,1000,1000,18,8,1079,1,72,304,40,48,60,0
-57,-54,1000,1000,22,22,8863,0,208,376,48,64,36,0
-59,-28,1000,1000,47,15,25,0,40,456,64,32,85,0
-34,-65,1000,1000,36,24,9912,0,24,392,80,40,30,0
-30,-62,1000,1000,31,8,9795,0,344,80,64,64,30,0
